template page,Line Code,Category,Internal Description,Include,Unit Cost,Unit,Total Cost,Summed_Totals,Dimension,description (title),Calculations,Description (notes),Description (additional guidance),Description5
3B,frc15b*,Further Requirements & Considerations,"Block Up Rear Reception Opening (£2,600) (guidance) ",N,,,,0,,,,,"£2,600",
3B,frc16#,Further Requirements & Considerations,"Block Up Rear Reception Opening (£1,850) ",N,"£1,850.00",1.00,"1,850.00",0,,BLOCK UP REAR RECEPTION OPENING ,,,,
3B,frc16a,Further Requirements & Considerations,"Block Up Rear Reception Opening (£1,850) ",N,,,,0,,,,Remove the existing window from the back wall of the rear reception and block up opening using block or brickwork. Plasterboard and skim on both sides.,,
3B,frc16b*,Further Requirements & Considerations,"Block Up Rear Reception Opening (£1,850) ",N,,,,0,,,,,"£1,850",
3B,frc17#,Further Requirements & Considerations,Install Stud Wall,N,£300.00,1.00,300.00,0,,INSTALL STUD WALL,,,,
3B,frc17a,Further Requirements & Considerations,Install Stud Wall (notes),N,,,,0,,,,Install timber framed partitioning. Insert insulation. Plaster board and skim.,,
3B,frc17b*,Further Requirements & Considerations,Install Stud Wall (guidance),N,,,,0,,,,,£300 pm2,
3B,frc18#,Further Requirements & Considerations,Rendered Wall ,N,£115.00,1.00,115.00,0,,RENDERRED WALL ,,,,
3B,frc18a,Further Requirements & Considerations,Rendered Wall (notes),N,,,,0,,,,If the wall is rendered then dot & dab wall is required. Plaster board and skim (£115 m2) subject to render being in good condition.,,
3B,frc18b*,Further Requirements & Considerations,Rendered Wall (guidance),N,,,,0,,,,,£115 pm2,
3B,frc19#,Further Requirements & Considerations,Reclaimed London Stock ,N,£100.00,1.00,100.00,0,,RECLAIMED LONDON STOCK ,,,,
3B,frc19a,Further Requirements & Considerations,Reclaimed London Stock (notes),N,,,,0,,,,The additional cost to install a reclaimed London stock to the…. .,,
3B,frc19b*,Further Requirements & Considerations,Reclaimed London Stock (guidance),N,,,,0,,,,,£100 pm2,
3B,frc20#,Further Requirements & Considerations,Internal Stud Wakk Against Extension Wall (£250 m2),N,£250.00,1.00,250.00,0,,INTERNAL STUD WALL AGAINST EXTENSION WALL ,,,,
3B,frc20a,Further Requirements & Considerations,Internal Stud Wakk Against Extension Wall (£250 m2)(notes),N,,,,0,,,,Install new insulated stud wall with damp membrane alongside neighbours existing party wall.,,
3B,frc20b*,Further Requirements & Considerations,Internal Stud Wakk Against Extension Wall (£250 m2) (guidance),N,,,,0,,,,,£250 m2 | *PLEASE NOTE - THIS WALL IS DESIGNED TO PREVENT DAMP PENTRATION FROM THE EXISTING WALL AND TO FACILATATE WEATHERING/GUTTERING DETAILS. THE THICKNESS OF THE WALL WILL BE APPROXIMATELY 100mm.,
3C,ab1#,Additional Building Items,"Kitchen Chimney Breast (£3,850)",N,"£3,850.00",1.00,"3,850.00",0,,KITCHEN CHIMNEY BREAST ,,,,
3C,ab1a,Additional Building Items,"Kitchen Chimney Breast (£3,850) (notes)",N,,,,0,,,,"Remove chimney breast within kitchen only, inserting necessary steel beams. Reinstate disturbed area of ceiling and apply Sika1 render to the existing wall.",,
3C,ab1b*,Additional Building Items,"Kitchen Chimney Breast (£3,850) (guidance)",N,,,,0,,,,,"£3,850 | *PLEASE NOTE - WALL AND CEILING BEAMS MAY NEED TO BE BOXED IN AND VISIBLE. EXACT DIMENSIONS WOULD BE ASSESSED ON SITE AT THE START OF THE BUILDING WORKS.",
3C,ab2#,Additional Building Items,"Kitchen Chimney Breast (£2,200)",N,"£2,200.00",1.00,"2,200.00",0,,KITCHEN CHIMNEY BREAST (No chimney above) ,,,,
3C,ab2a,Additional Building Items,"Kitchen Chimney Breast (£2,200)",N,,,,0,,,,"Remove chimney breast to the existing kitchen and make good, disturbed ceiling and floor area re-plaster where necessary. Apply Sika1 render to the existing wall.",,
3C,ab2b*,Additional Building Items,"Kitchen Chimney Breast (£2,200)",N,,,,0,,,,,"£2,200",
3C,ab3#,Additional Building Items,1st Floor Chimney Breast (Above Kitchen) ,N,"£4,350.00",1.00,"4,350.00",0,,1st FLOOR CHIMNEY BREAST (Above Kitchen),,,,
3C,ab3a,Additional Building Items,1st Floor Chimney Breast (Above Kitchen) ,N,,,,0,,,,"Remove chimney breast within 1st Fl bedroom (above the kitchen), inserting necessary steel beams. Make good the disturbed ceiling area and re-plaster where necessary. Apply Sika1 render to the existing wall. ",,
3C,ab3b*,Additional Building Items,1st Floor Chimney Breast (Above Kitchen) ,N,,,,0,,,,,"£4,350 |  *PLEASE NOTE - WALL AND CEILING BEAMS MAY NEED TO BE BOXED IN AND VISIBLE. EXACT DIMENSIONS WOULD BE ASSESSED ON SITE AT THE START OF THE BUILDING WORKS. ANY CROSS VENTILATION REQUIRED TO THE EXISTING CHIMNEY BREAST ABOVE WILL BE PROVIDED IN
THE FORM OF A STANDARD LOUVRE VENT.",
3C,ab4#,Additional Building Items,Reception Chimney Breast,N,"£4,800.00",1.00,"4,800.00",0,,RECEPTION CHIMNEY BREAST,,,,
3C,ab4a,Additional Building Items,Reception Chimney Breast (notes),N,,,,0,,,,"Remove the chimney breast within the rear reception only, inserting necessary steel beams, column and pad foundation. Make good the disturbed ceiling area and re-plaster where necessary.",,
3C,ab4b*,Additional Building Items,Reception Chimney Breast,N,,,,0,,,,,"£4,800  |  *PLEASE NOTE - WALL AND CEILING BEAMS MAY NEED TO BE BOXED IN AND VISIBLE. EXACT DIMENSIONS WOULD BE ASSESSED ON SITE AT THE START OF THE BUILDING WORKS. ANY CROSS VENTILATION REQUIRED TO THE EXISTING CHIMNEY BREAST ABOVE WILL BE PROVIDED IN THE FORM OF A STANDARD LOUVRE VENT.",
3C,ab5#,Additional Building Items,Reception Chimney Breast (No chimney above) ,N,"£3,250.00",1.00,"3,250.00",0,,RECEPTION CHIMNEY BREAST (No chimney above),,,,
3C,ab5a,Additional Building Items,Reception Chimney Breast (No chimney above) (notes),N,,,,0,,,,Remove the chimney breast within the rear reception only. Make good the disturbed ceiling area and re-plaster where necessary.,,
3C,ab5b*,Additional Building Items,Reception Chimney Breast (No chimney above) ,N,,,,0,,,,,"£3,250  | *PLEASE NOTE - THIS IS BASED ON THE EXPECTATION THAT THE CHIMNEY ABOVE HAS BEEN REMOVED AND NO STRUCTURAL SUPPORT IS REQUIRED.",
3C,ab6#,Additional Building Items,1st Floor Chimney Breast (Above Reception),N,"£3,800.00",1.00,"3,800.00",0,,1st FLOOR CHIMNEY BREAST (Above Reception) ,,,,
3C,ab6a,Additional Building Items,1st Floor Chimney Breast (Above Reception),N,,,,0,,,,"Remove chimney breast within 1st Fl bedroom (above the reception), inserting necessary steel beams. Make good disturbed ceiling area and re-plaster where necessary. Apply Sika1 render to the existing wall.",,
3C,ab6b*,Additional Building Items,1st Floor Chimney Breast (Above Reception),N,,,,0,,,,,"£3,800  | *PLEASE NOTE - PRICE ON THE BASIS THAT THE CHIMNEY IS BEING REMOVED TO THE RECEPTION BELOW. ANY CROSS VENTILATION REQUIRED TO THE EXISTING CHIMNEY BREAST ABOVE WILL BE PROVIDED IN THE FORM OF A STANDARD LOUVRE VENT.",
3C,ab7#,Additional Building Items,"Front/Rear Reception Opening (£4,850)",N,"£4,850.00",1.00,"4,850.00",0,,FRONT/ REAR RECEPTION OPENING,,,,
3C,ab7a,Additional Building Items,"Front/Rear Reception Opening (£4,850)(notes)",N,,,,0,,,,"Create a larger opening between the front & rear receptions inserting necessary steel beam, column, and pad foundation.",,
3C,ab7b*,Additional Building Items,"Front/Rear Reception Opening (£4,850) (guidance)",N,,,,0,,,,,"£4,850 | *PLEASE NOTE – THIS IS NOT POSSIBLE SHOULD THERE BE A CORRIDOR CELLAR BELOW.",
3C,ab8#,Additional Building Items,"Glass Gable Steel Frame (£2,750)",N,"£2,750.00",1.00,"2,750.00",0,,GLASS GABLE STEEL FRAME ,,,,
3C,ab8a,Additional Building Items,"Glass Gable Steel Frame (£2,750) (notes)",N,,,,0,,,,Insert a steel triangular frame to the rear gable apex to accommodate a glazed triangular panel.,,
3C,ab8b*,Additional Building Items,"Glass Gable Steel Frame (£2,750)",N,,,,0,,,,,"£2,750 | *PLEASE NOTE – THE GLASS TRIANGLE IS ITEMISED WITHIN THE PRICE CATEGORIES.",
3C,ab9#,Additional Building Items,Open Planning ,N,"£8,800.00",1.00,"8,800.00",0,,OPEN PLANNING,,,,
3C,ab9a,Additional Building Items,Open Planning  (notes),N,,,,0,,,,Create a large opening within the main rear wall of the house between the rear reception and kitchen. Insert necessary steel beam and new steps.,,
3C,ab9b*,Additional Building Items,Open Planning  (guidance),N,,,,0,,,,,"£7,150 | up to 5m,£8,800 5-6m, £12,000 6-7m ",
3C,ab11#,Additional Building Items,New WC Following The Staircase Line,N,"£3,000.00",1.00,"3,000.00",0,,NEW WC FOLLOWING THE STAIRCASE LINE,,,,
3C,ab11a,Additional Building Items,New WC Following The Staircase Line (notes),N,,,,0,,,,Construct a new WC to follow the line of the staircase and to partially extend into the kitchen. Extend the hallway creating a new kitchen entrance. Insert new insulated stud work. Create openings for new doors. Supply the doors. Plaster board & skim walls and ceiling. Lay new moisture resistant board to the floor.,,
3C,ab11b*,Additional Building Items,New WC Following The Staircase Line (guidance),N,,,,0,,,,,"£3,000 | *PLEASE NOTE – PLUMBING AND ELECTRICS ARE DETAILED WITHIN THE CATEGORIES ON THE FOLLOWING PAGES.",
3C,ab12#,Additional Building Items,Under Stairs WC,N,"£5,000.00",1.00,"5,000.00",0,,UNDER STAIRS WC ,,,,
3C,ab12a,Additional Building Items,Under Stairs WC (notes),N,,,,0,,,,Convert the under stairs space into a new WC or extend partially into the kitchen as required. Remove and replace the partitioning with insulated studwork. Create an opening for a new door. Supply the door. Plaster board and skim the walls and ceiling. Lay new moisture resistant board to the floor.,,
3C,ab12b*,Additional Building Items,Under Stairs WC (guidance),N,,,,0,,,,,"£2,350 | *PLEASE NOTE – PLUMBING AND ELECTRICS ARE DETAILED WITHIN THE CATEGORIES ON THE FOLLOWING PAGES.",
3C,ab18#,Additional Building Items,Rear Reception Utility & WC,N,"£4,050.00",1.00,"4,050.00",0,,REAR RECEPTION UTILITY & WC ,,,,
3C,ab18a,Additional Building Items,Rear Reception Utility & WC (notes) ,N,,,,0,,,,Divide up the rear reception to accommodate a new WC & utility as per the floor plan. Block up the rear reception opening. Create a new opening in from the hallway. Plaster board and skim the walls and ceilings.,,
3C,ab18b*,Additional Building Items,Rear Reception Utility & WC (guidance),N,,,,0,,,,,"£4,050 | *PLEASE NOTE – PLUMBING AND ELECTRICS ARE DETAILED WITHIN THE CATEGORIES ON THE FOLLOWING PAGES.",
3C,ab13#,Additional Building Items,Conceal Flank & Rear Wall Steels ,N,"£3,500.00",1.00,"3,500.00",0,,CONCEAL FLANK & REAR WALL STEELS ,,,,
3C,ab13a,Additional Building Items,Conceal Flank & Rear Wall Steels ,N,,,,0,,,,Flank and rear wall steels are to be concealed within the ceiling as best as possible. This allows for the creation of 2 holes within the steel beam accommodating 1st floor bathroom pipes. This is subject to an onsite inspection,,
3C,ab13b*,Additional Building Items,Conceal Flank & Rear Wall Steels (guidance),N,,,,0,,,,,"£3,500 | *PLEASE NOTE –  1ST FLOOR DISTURBANCE – THIS IS LIKELY TO CAUSE SOME LOW-LEVEL DAMAGE TO THE 1ST FLOOR BEDROOM & BATHROOM ABOVE. THE COST TO REPAIR AND MAKE GOOD IS TO BE ASSESSED/ PRICED ON SITE BY OUR FINISHINGS TEAM. REDUCTION TO EXISTING CEILING – IN ORDER TO ACHIEVE A COMPLETELY FLUSH FINISH IT MAY ALSO BE NECESSARY TO SLIGHTLY REDUCE THE EXISTING CEILING HEIGHT AND CREATE A NEW SUSPENDED CEILING. THE ADDITIONAL COST SHOULD THIS BE REQUIRED IS P/C £700* CHIMNEY STEELS – SHOULD THE CLIENT WISH TO REMOVE THE CHIMNEY THEN THE COST TO CONCEAL THE CHIMNEY STEELS WILL BE AN ADDITIONAL £1,155.",
3C,ab14#,Additional Building Items,"Conceal Flank, Rear Wall & Chimney Steels ",N,"£3,000.00",1.00,"3,000.00",0,,"CONCEAL FLANK, REAR WALL & CHIMNEY STEELS ",,,,
3C,ab14a,Additional Building Items,"Conceal Flank, Rear Wall & Chimney Steels (notes)",N,,,,0,,,,"Flank, rear wall and chimney steels are to be concealed within the ceiling as best as possible. This allows for creation of 2 holes in the steel beam to accommodate 1st floor bathroom pipes. Subject to an onsite inspection.",,
3C,ab14b*,Additional Building Items,"Conceal Flank, Rear Wall & Chimney Steels (guidance)",N,,,,0,,,,,"£4,700 | *PLEASE NOTE – !ST FLOOR DISTURBANCE – LIKELY TO CAUSE SOME LOW-LEVEL DAMAGE TO THE 1ST FLOOR BEDROOM & BATHROOM ABOVE. COST TO REPAIR & MAKE GOOD TO BE ASSESSED/ PRICED ON SITE BY FINISHINGS TEAM. REDUCTION TO EXISTING CEILING – IN ORDER TO ACHIEVE A COMPLETELY FLUSH FINISH IT MAY ALSO BE NECESSARY TO SLIGHTLY REDUCE THE EXISTING CEILING HEIGHT AND CREATE A NEW SUSPENDED CEILING. THE ADDITIONAL COST SHOULD THIS BE REQUIRED IS P/C £700*",
3C,ab15#,Additional Building Items,Lower Floor Level,N,"£2,350.00",1.00,"2,350.00",0,,LOWER FLOOR LEVEL,,,,
3C,ab15a,Additional Building Items,Lower Floor Level (notes),N,,,,0,,,,,,
3C,ab15b*,Additional Building Items,Lower Floor Level (guidance),N,,,,0,,,,,£385 pm2 plus £150 for 20cm or £300 for 40cm |  *PLEASE NOTE – THIS WORK IS SUBJECT TO ON SITE INVESTIGATION OF THE EXISTING FOUNDATIONS.,
3C,ab16#,Additional Building Items,"Rear Reception Utility & WC (£4,050)",N,"£4,050.00",1.00,"4,050.00",0,,PLASTER WHOLE HOUSE ,,,,
3C,ab16a,Additional Building Items,"Rear Reception Utility & WC (£4,050)",N,,,,0,,,,Remove ceilings to remainder of the ground floor and 1st floor. Plasterboard and skim. Remove lining paper to all walls and plaster skim walls to all same rooms (including hallway).,,
3C,ab16b*,Additional Building Items,"Rear Reception Utility & WC (£4,050)",N,,,,0,,,,,"£10,000 | *PLEASE NOTE - THIS IS BASED ON THE EXPECTATION THAT ALL EXISTING PLASTER WORK IS IN A STABLE CONDITION",
3C,ab17#,Additional Building Items,"Rear Reception Utility & Understairs WC (£6,000)",Y,"£6,000.00",1.00,"6,000.00",0,,REAR RECEPTION UTILITY & UNDERSTAIRS WC,,,,
3C,ab17a,Additional Building Items,"Rear Reception Utility & Understairs WC (£6,000) (notes)",Y,,,,0,,,,Divide up part of the kitchen to accommodate a new utility and understairs WC. Relocate the existing staircase and lower part of the space under the stairs to kitchen level. Create a new entrance into the kitchen Plaster board and skim the walls and ceilings.,"£6,000 | *PLEASE NOTE – PLUMBING AND ELECTRICS ARE DETAILED WITHIN THE CATEGORIES ON THE FOLLOWING PAGES.",
3C,ab17b*,Additional Building Items,"Rear Reception Utility & Understairs WC (£6,000)",Y,,,,0,,,,,,
3,dm8^,dimension,External Wall Height,Y,,,,0,2.4,,,Starting at 2.4 meters high (STP),,
3D,img3,image ,floorplan,Y,,,,0,,https://drive.google.com/uc?export=view&id=1cfnxXpYLS_YMKnpR_6aaPNdmXALiifEv,,,,
4,sww11^,Schedule of works,Insert all necessary protection,Y,,,,0,,,,Insert all necessary protection.,,
4,sww12^,Schedule of works,Remove kitchen Units,Y,,,,0,,,,Remove kitchen Units.,,
4,sww13^,Schedule of works,Set up temporary kitchen,Y,,,,0,,,,Set up temporary kitchen.,,
4,sww14^,Schedule of works,Demolish the existing extension as per the description within further requirements,N,,,,0,,,,Demolish the existing extension as per the description within further requirements.,,
4,sww15^,Schedule of works,Remove the garden fence/ wall where necessary,Y,,,,0,,,,Remove the garden fence/ wall where necessary.,,
4,sww21^,Schedule of works,Dig foundations to a depth of 1.00m. Pour with concrete,Y,,,,0,,,,Dig foundations to a depth of 1.00m. Pour with concrete.,,
4,sww22^,Schedule of works,Remove all waste material from site,Y,,,,0,,,,Remove all waste material from site.,,
4,sww31^,Schedule of works,Construct new cavity walls to plate height and insert necessary insulation,Y,,,,0,,,,Construct new cavity walls to plate height and insert necessary insulation.,,
4,sww41^,Schedule of works,Remove existing structural walls. Insert adequate temporary supports,Y,,,,0,,,,Remove existing structural walls. Insert adequate temporary supports.,,
4,sww42^,Schedule of works,Insert necessary steel structure,Y,,,,0,,,,Insert necessary steel structure.,,
4,sww42a*,Schedule of works,Insert necessary steel structure. (guidance),Y,,,,0,,,,,"*PLEASE NOTE – UNLESS WE HAVE SPECIFIED WITHIN FURTHER REQUIREMENTS THAT THE STEELS WILL BE CONCEALED THE STEELS WILL DROP BELOW THE CEILING AND BE BOXED IN. IF YOU WANT THE BEAMS TO BE CONCEALED, THE SITE FOREMAN CAN ASSESS AND PRICE ON SITE DIRECT.",
4,sww43^,Schedule of works,Remove all waste materials from site,Y,,,,0,,,,Remove all waste materials from site.,,
4,sww51^,Schedule of works,Construct timber framed roof including any necessary steels,Y,,,,0,,,,Construct timber framed roof including any necessary steels.,,
4,sww52^,Schedule of works,Insert insulation and covering to the new roof,Y,,,,0,,,,Insert insulation and covering to the new roof.,,
4,sww61^,Schedule of works,Excavate and lay new concrete floor to the new extension only,Y,,,,0,,,,Excavate and lay new concrete floor to the new extension only.,,
4,sww62^,Schedule of works,Extend cross ventilation where necessary,Y,,,,0,,,,Extend cross ventilation where necessary.,,
4,sww63^,Schedule of works,Carry out all necessary drainage works,Y,,,,0,,,,Carry out all necessary drainage works.,,
4,sww64^,Schedule of works,Remove all waste material from site,Y,,,,0,,,,Remove all waste material from site.,,
4,sww71^,Schedule of works,Insert ducting (150mm) for new extractor fan/s,Y,,,,0,,,,Insert ducting (150mm) for new extractor fan/s.,,
4,sww72^,Schedule of works,Temporarily secure and close openings for glazing,Y,,,,0,,,,Temporarily secure and close openings for glazing.,,
4,sww73^,Schedule of works,Plasterboard the new walls and all ceiling that form part of the new kitchen space,Y,,,,0,,,,Plasterboard the new walls and all ceiling that form part of the new kitchen space.,,
4,sww81^,Schedule of works,Plaster skim all walls and ceilings throughout the kitchen,Y,,,,0,,,,Plaster skim all walls and ceilings throughout the kitchen.,,
4,sww81a*,Schedule of works,Plaster skim all walls and ceilings throughout the kitchen. (guidance),Y,,,,0,,,,"*PLEASE NOTE – THIS DOESN’T ALLOW FOR LEVELLING/ STRAIGHTENING ANY OF THE EXISTING WALLS. SHOULD THIS BE REQUIRED/ REQUESTED, IT CAN BE ASSESSED AND PRICED BY THE CONTRACTOR ON SITE. ",,
4,sww82^,Schedule of works,Insert floor insulation,Y,,,,0,,,,Insert floor insulation.,,
4,sww83^,Schedule of works,Screed new extension floor,Y,,,,0,,,,Screed new extension floor.,,
4,sww84^,Schedule of works,Render the engineering bricks from floor up to DPC,Y,,,,0,,,,Render the engineering bricks from floor up to DPC.,,
4,sww85^,Schedule of works,Create new steps,N,,,,0,,,,Create new steps.,,
4,sww86^,Schedule of works,Remove protection,Y,,,,0,,,,Remove protection.,,
4,sww87^,Schedule of works,Remove all waste material from site,Y,,,,0,,,,Remove all waste material from site.,,
5,pc1,pricing category,Building Works ,Y,,,,0,,,,BUILDING WORKS,,
5,pc1a@,pricing category,combined total £ marker,Y,,,,,,Combined total:,,,,
5,pc2,pricing category,Scheduling Payment,Y,,,,0,,,,SCHEDULING PAYMENT,,
5,pc2a,pricing category,scheduling payment (notes),Y,,,,,,,,This amount will be payable when we confirm the start month for your project. This will happen once your plans have been registered by the local authority or when party wall notices are issued in the event that no application is required by the local authority.,,
5,pc2b@,pricing category,scheduling payment £ marker,Y,,,,,,Scheduling Payment:,,,,
5,tww1,Schedule of works,WEEK 9 (include if additional works needed),Y,,,,0,,,,WEEK 9:,,
5,tww2,Schedule of Works ,Kitchen Chimney Breast,N,"£3,850.00",1.00,"3,850.00",0,,KITCHEN CHIMNEY BREAST,,"£3,850.00",,
5,tww2a#,Schedule of Works ,Kitchen Chimney Breast (price),N,,,,0,,,,Remove chimney breast.,,
5,tww2b^,Schedule of Works ,Remove chimney breast,N,,,,0,,,,Insert steel beams.,,
5,tww2c^,Schedule of Works ,Insert steel beams,N,,,,0,,,,,,
5,tww2d*,Schedule of Works ,Insert steel beams,N,,,,0,,,,,"*PLEASE NOTE – THE STEEL BEAMS WILL DROP BELOW THE CEILING AND BE BOXED IN. IF YOU WANT THE BEAMS TO BE CONCEALED, THIS CAN BE ASSESSED AND PRICED ON SITE.",
5,tww3#,Schedule of Works ,Reception Chimney Breast ,N,"£4,800.00",1.00,"4,800.00",0,,RECEPTION CHIMNEY BREAST,,"£4,800.00",,
5,tww3a#,Schedule of Works ,Reception Chimney Breast (price),N,,,,0,,,,Remove chimney breast in rear/front reception room.,,
5,tww3b^,Schedule of Works ,Remove chimney breast in rear/front reception room,N,,,,0,,,,Insert new steel beam column and pad foundation.,,
5,tww3c^,Schedule of Works ,Insert new steel beam column and pad foundation,N,,,,0,,,,,*PLEASE NOTE – THE STEEL BEAMS WILL DROP BELOW THE CEILING AND BE BOXED IN.,
5,tww3d*,Schedule of Works ,Insert new steel beam column and pad foundation (guidance),N,,,,0,,,,,,
5,tww4#,Schedule of Works ,Front/Rear Reception Opening ,Y,"£2,350.00",1.00,"2,350.00",0,,FRONT/ REAR RECEPTION OPENING,,,,
5,tww4a#,Schedule of Works ,Front/Rear Reception Opening (price),Y,,,,0,,,,"£2,350.00",,
5,tww4b^,Schedule of Works ,Remove existing wall between front and rear reception to create a wider opening.,Y,,,,0,,,,Remove existing wall between front and rear reception to create a wider opening.,,
5,tww4c^,Schedule of Works ,"Insert steel beam, columns and pad foundations.",Y,,,,0,,,,"Insert steel beam, columns and pad foundations.","*PLEASE NOTE – THE STEEL BEAM WILL DROP BELOW THE CEILING AND BE BOXED IN. IF YOU WANT THE BEAMS TO BE CONCEALED, THIS CAN BE ASSESSED AND PRICED ON SITE.",
5,tww4d*,Schedule of Works ,"Insert steel beam, columns and pad foundations (guidance)",Y,,,,0,,,,,,
5,tww5#,Schedule of Works ,Glass Gable Steel Frame ,N,"£5,000.00",1.00,"5,000.00",0,,GLASS GABLE STEEL FRAME,,,,
5,tww5a#,Schedule of Works ,Glass Gable Steel Frame (price),N,,,,0,,,,"£5,000.00",,
5,tww5b^,Schedule of Works ,Insert new structural steel gable frame with plate. ,N,,,,0,,,,Insert new structural steel gable frame with plate. ,,
5,tww6#,Schedule of Works ,Open Planning,N,"£2,500.00",1.00,"2,500.00",0,,OPEN PLANNING,,,,
5,tww6a#,Schedule of Works ,Open Planning (price),N,,,,0,,"£2,500.00",,£000.00,,
5,tww6b^,Schedule of Works ,Remove wall between the rear reception and kitchen.,N,,,,0,,Remove wall between the rear reception and kitchen.,,Remove wall between the rear reception and kitchen.,,
5,tww6c^,Schedule of Works ,Insert new foundation for box frame.,N,,,,0,,Insert new foundation for box frame.,,Insert new foundation for box frame.,,
5,tww7#,Schedule of Works ,New WC Following the Staircase Line ,N,"£3,750.00",1.00,"3,750.00",0,,NEW WC FOLLOWING THE STAIRCASE LINE,,,,
5,tww7a#,Schedule of Works ,New WC Following the Staircase Line (price),N,,,,0,,,,"£3,750.00",,
5,tww7b^,Schedule of Works ,"Remove existing wall between kitchen and hallway, insert necessary support",N,,,,0,,,,"Remove existing wall between kitchen and hallway, insert necessary support.",,
5,tww7c^,Schedule of Works ,Insert new insulated stud wall for new WC,N,,,,0,,,,Insert new insulated stud wall for new WC.,,
5,tww7d^,Schedule of Works ,Install necessary ground drainage,N,,,,0,,,,Install necessary ground drainage.,,
5,tww7e*,Schedule of Works ,Install necessary ground drainage (guidance),N,,,,0,,,,,"*PLEASE NOTE – THE STEEL BEAM WILL DROP BELOW THE CEILING AND BE BOXED IN. IF YOU WANT THE BEAM TO BE CONCEALED, THIS CAN BE ASSESSED AND PRICED ON SITE.",
5,tww8#,Schedule of Works ,Under Stairs WC ,N,"£4,000.00",1.00,"4,000.00",0,,UNDER STAIRS WC,,,,
5,tww8a#,Schedule of Works ,Under Stairs WC (price),N,,,,0,,,,"£4,000.00",,
5,tww8b^,Schedule of Works ,Insert new insulated stud wall for new WC.,N,,,,0,,,,Insert new insulated stud wall for new WC.,,
5,tww8c^,Schedule of Works ,Install necessary ground drainage.,N,,,,0,,,,Install necessary ground drainage.,,
5,tww9#,Schedule of Works ,Rear Reception Utility & WC,N,"£5,000.00",1.00,"5,000.00",0,,REAR RECEPTION UTILITY & WC,,,,
5,tww9a#,Schedule of Works ,Rear Reception Utility & WC(price),N,,,,0,,,,"£5,000.00",,
5,tww9b^,Schedule of Works ,Insert new insulated stud walls for new WC and utility area.,N,,,,0,,,,Insert new insulated stud walls for new WC and utility area.,,
5,tww9c^,Schedule of Works ,Install necessary ground drainage.,N,,,,0,,,,Install necessary ground drainage.,,
5,tww10#,Schedule of Works ,Conceal Flank & Rear Wall Steels,N,"£3,500.00",1.00,"3,500.00",0,,CONCEAL FLANK & REAR WALL STEELS,,,,
5,tww10a#,Schedule of Works ,Conceal Flank & Rear Wall Steels (price),N,,,,0,,,,"£3,500.00",,
5,tww10b^,Schedule of Works ,Pin the existing brick walls above 1st floor level.,N,,,,0,,,,Pin the existing brick walls above 1st floor level.,,
5,tww10c^,Schedule of Works ,Conceal new steel beams as far as possible.,N,,,,0,,,,Conceal new steel beams as far as possible.,,
5,tww11#,Schedule of Works ,Lower Floor Level ,N,"£5,000.00",1.00,"5,000.00",0,,LOWER FLOOR LEVEL,,,,
5,tww11a#,Schedule of Works ,Lower Floor Level (price),N,,,,0,,,,"£5,000.00",,
5,tww11b^,Schedule of Works ,Remove the existing timber floor structure.,N,,,,0,,,,Remove the existing timber floor structure.,,
5,tww11c^,Schedule of Works ,Excavate new floor area as required.,N,,,,0,,,,Excavate new floor area as required.,,
5,tww12#,Schedule of Works ,Chimney Breast (No Chimney Above),N,"£7,550.00",1.00,"7,550.00",0,,CHIMNEY BREAST (NO CHIMNEY ABOVE),,,,
5,tww12a#,Schedule of Works ,Chimney Breast (No Chimney Above) (price),N,,,,0,,,,"£7,550.00",,
5,tww12b^,Schedule of Works ,Remove chimney breast.,N,,,,0,,,,Remove chimney breast.,,
5,tww12c^,Schedule of Works ,Schedule of Works Make good affected areas.,N,,,,0,,,,Make good affected areas.,,
5,tww12d*,Schedule of Works ,"*PLEASE NOTE – THE STEEL BEAMS WILL DROP BELOW THE CEILING AND BE BOXED IN. IF YOU WANT THE BEAMS TO BE CONCEALED, THIS CAN BE ASSESSED AND PRICED ON SITE.",N,,,,0,,,,,"*PLEASE NOTE – THE STEEL BEAMS WILL DROP BELOW THE CEILING AND BE BOXED IN. IF YOU WANT THE BEAMS TO BE CONCEALED, THIS CAN BE ASSESSED AND PRICED ON SITE.",
5,tww13#,Schedule of Works ,Utility & WC,Y,"£6,000.00",1.00,"6,000.00",0,,UTILITY & WC,,,,
5,tww13a#,Schedule of Works ,Utility & WC (price),Y,,,,0,,,,"£6,000.00",,
5,tww13b^,Schedule of Works ,Relocate the staircase.,Y,,,,0,,,,Relocate the staircase.,,
5,tww13c^,Schedule of Works ,Insert new insulated stud walls for new WC under the stairs and utility room.,Y,,,,0,,,,Insert new insulated stud walls for new WC under the stairs and utility room.,,
5,tww13d^,Schedule of Works ,Lower the WC floor area as required.,Y,,,,0,,,,Lower the WC floor area as required.,,
5,tww13e^,Schedule of Works ,Install necessary ground drainage.,Y,,,,0,,,,Install necessary ground drainage.,,
5,tww14#,Schedule of Works ,W E E K 10,N,,,,0,,,,W E E K 10,,
5,tww15^,Schedule of Works ,Insert new steel box frame,N,,,,0,,,,Insert new steel box frame.,,
